Code Acte;N°;Désignation de la Prestation;Montant Global  TTC;"Montant pris en charge par l’entreprise (soit 80% TTC) plafonnés à 250;000;00DA TTC";Montant pris en charge par le bénéficiaire (soit 20% ou +  TTC);;
04TPI15011287;1287;Scanner Cuisse  S/ Produit ;"10;500.00";"8;400.00";"2;100.00";;
04TPI15011288;1288;Scanner Cuisse avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011289;1289;Scanner Cuisse avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011290;1290;Scanner de I ‘Epaule  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011291;1291;Scanner de I ‘Epaule  S/ Produit ;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011292;1292;Scanner de I ‘Epaule avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011293;1293;Scanner de I ‘Epaule avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011294;1294;Scanner de la Main  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011295;1295;Scanner de la Main  S/ Produit ;"10;000.00";"8;000.00";"2;000.00";;
04TPI15011296;1296;Scanner de la Main avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011297;1297;Scanner de la Main avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011298;1298;Scanner des Sinus  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011299;1299;Scanner des Sinus  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011300;1300;Scanner des Sinus avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011301;1301;Scanner des Sinus avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011302;1302;Scanner Dorsal  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011303;1303;Scanner Dorsal  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011304;1304;Scanner Dorsal avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011305;1305;Scanner Dorsal avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011306;1306;Scanner Dorso- Lombaire  A/ Produit;"17;500.00";"14;000.00";"3;500.00";;
04TPI15011307;1307;Scanner Dorso- Lombaire  S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011308;1308;Scanner Dorso- Lombaire avec sédation  A/ Sédation et S/ Produit ;"21;000.00";"16;800.00";"4;200.00";;
04TPI15011309;1309;Scanner Dorso- Lombaire avec sédation  A/Sédation et Produit ;"22;500.00";"18;000.00";"4;500.00";;
04TPI15011310;1310;Scanner du Bassin  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011311;1311;Scanner du Bassin  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011312;1312;Scanner du Bassin avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011313;1313;Scanner du Bassin avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011314;1314;Scanner du Bras  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011315;1315;Scanner du Bras  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011316;1316;Scanner du Bras avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011317;1317;Scanner du Bras avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011318;1318;Scanner du Coude  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011319;1319;Scanner du Coude  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011320;1320;Scanner du Coude avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011321;1321;Scanner du Coude avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011322;1322;Scanner du Genou  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011323;1323;Scanner du Genou  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011324;1324;Scanner du Genou avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011325;1325;Scanner du Genou avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011326;1326;Scanner du Pied  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011327;1327;Scanner du Pied  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011328;1328;Scanner du Pied avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011329;1329;Scanner du Pied avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011330;1330;Scanner Hanche  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011331;1331;Scanner Hanche  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011332;1332;Scanner Hanche avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011333;1333;Scanner Hanche avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011334;1334;Scanner Hypophysaire  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011335;1335;Scanner Hypophysaire  S/ Produit ;"10;000.00";"8;000.00";"2;000.00";;
04TPI15011336;1336;Scanner Hypophysaire avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011337;1337;Scanner Hypophysaire avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011338;1338;Scanner Larynx  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011339;1339;Scanner Larynx  S/ Produit ;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011340;1340;Scanner Larynx avec sédation  A/ Sédation et S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011341;1341;Scanner Larynx avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011342;1342;Scanner Lombaire  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011343;1343;Scanner Lombaire  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011344;1344;Scanner Lombaire avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011345;1345;Scanner Lombaire avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011346;1346;Scanner Oreille  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011347;1347;Scanner Oreille  S/ Produit ;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011348;1348;Scanner Oreille avec sédation  A/ Sédation et S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011349;1349;Scanner Oreille avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011350;1350;Scanner Poignet  A/ Produit;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011351;1351;Scanner Poignet  S/ Produit ;"9;500.00";"7;600.00";"1;900.00";;
04TPI15011352;1352;Scanner Poignet avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011353;1353;Scanner Poignet avec sédation  A/Sédation et Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011354;1354;Scanner Rochers  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011355;1355;Scanner Rochers  S/ Produit ;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011356;1356;Scanner Rochers avec sédation  A/ Sédation et S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011357;1357;Scanner Rochers avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011358;1358;Scanner Selle-Turcique  A/ Produit;"13;500.00";"10;800.00";"2;700.00";;
04TPI15011359;1359;Scanner Selle-Turcique  S/ Produit ;"10;000.00";"8;000.00";"2;000.00";;
04TPI15011360;1360;Scanner Selle-Turcique avec sédation  A/ Sédation et S/ Produit ;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011361;1361;Scanner Selle-Turcique avec sédation  A/Sédation et Produit ;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011362;1362;Scanner Thoracique  A/ Produit;"14;000.00";"11;200.00";"2;800.00";;
04TPI15011363;1363;Scanner Thoracique  S/ Produit ;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011364;1364;Scanner Thoracique avec sédation  A/ Sédation et S/ Produit ;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011365;1365;Scanner Thoracique avec sédation  A/Sédation et Produit ;"19;000.00";"15;200.00";"3;800.00";;
04TPI15011366;1366;Scanner Thoraco-Abdamino-Pelvien (TAP)   A/ Produit;"22;500.00";"18;000.00";"4;500.00";;
04TPI15011367;1367;Scanner Thoraco-Abdamino-Pelvien (TAP)   S/ Produit ;"19;600.00";"15;680.00";"3;920.00";;
04TPI15011368;1368;Scanner Thoraco-Abdamino-Pelvien (TAP) avec sédation  A/ Sédation et S/ Produit ;"24;600.00";"19;680.00";"4;920.00";;
04TPI15011369;1369;Scanner Thoraco-Abdamino-Pelvien (TAP) avec sédation  A/Sédation et Produit ;"27;600.00";"22;080.00";"5;520.00";;
04TPI15011370;1370;Scanner Thoraco-Abdomino-Pelvien {TAP) + Scanner Cérébrale avec sédation  A/ Sédation et S/ Produit ;"30;100.00";"24;080.00";"6;020.00";;
04TPI15011371;1371;Scanner Thoraco-Abdomino-Pelvien {TAP) + Scanner Cérébrale avec sédation  A/Sédation et Produit ;"38;000.00";"30;400.00";"7;600.00";;
04TPI15011372;1372;Scanner Thoroco-Abdomino-Pelvien (TAP) + Scanner Cervical  A/ Produit;"33;600.00";"26;880.00";"6;720.00";;
04TPI15011373;1373;Scanner Thoroco-Abdomino-Pelvien (TAP) + Scanner Cervical  S/ Produit ;"30;600.00";"24;480.00";"6;120.00";;
04TPI15011374;1374;Scanner Thoroco-Abdomino-Pelvien (TAP) + Scanner Cervicale avec sédation  A/ Sédation et S/ Produit ;"35;600.00";"28;480.00";"7;120.00";;
04TPI15011375;1375;Scanner Thoroco-Abdomino-Pelvien (TAP) + Scanner Cervicale avec sédation  A/Sédation et Produit ;"38;600.00";"30;880.00";"7;720.00";;
04TPI15011376;1376;SCINTIGRAPHIE  PARATHYROIDIENNE;"15;000.00";"12;000.00";"3;000.00";;
04TPI15011377;1377;SCINTIGRAPHIE MYOCARDIQUE;"24;000.00";"19;200.00";"4;800.00";;
04TPI15011378;1378;SCINTIGRAPHIE OSSEUSE;"11;000.00";"8;800.00";"2;200.00";;
04TPI15011379;1379;SCINTIGRAPHIE RENALE;"16;000.00";"12;800.00";"3;200.00";;
04TPI15011380;1380;SCINTIGRAPHIE THYROIDIENNE;"6;000.00";"4;800.00";"1;200.00";;
04TPI15011381;1381;Spectroscopie  A/ Sédation et Produit;"30;000.00";"24;000.00";"6;000.00";;
04TPI15011382;1382;Spectroscopie(IRM FONCTIONNELLE)  A/ Produit;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011383;1383;Spectroscopie(IRM FONCTIONNELLE)  A/ Sédation S/Produit ;"26;000.00";"20;800.00";"5;200.00";;
04TPI15011384;1384;Spectroscopie(IRM FONCTIONNELLE)  S/Produit;"25;000.00";"20;000.00";"5;000.00";;
04TPI15011385;1385;Uro-Scanner Abdomino-pelvien  A/ Produit;"18;500.00";"14;800.00";"3;700.00";;
04TPI15011386;1386;Uro-Scanner Abdomino-pelvien  S/ Produit ;"15;600.00";"12;480.00";"3;120.00";;
04TPI15011387;1387;Uro-Scanner Abdomino-pelvien avec sédation  A/ Sédation et S/ Produit ;"18;600.00";"14;880.00";"3;720.00";;
04TPI15011388;1388;Uro-Scanner Abdomino-pelvien avec sédation  A/Sédation et Produit ;"23;500.00";"18;800.00";"4;700.00";;
04TPI15020001;1;ANGIO- IRM Cérébrale(A/produit);"33;500.00";"26;800.00";"6;700.00";;
04TPI15020002;2;ANGIO URO-IRM(A/produit);"39;500.00";"31;600.00";"7;900.00";;
04TPI15020003;3;Angio-IRM Abdominale(A/produit et sedation);"49;000.00";"39;200.00";"9;800.00";;
04TPI15020004;4;ANGIO-IRM Abdominale(A/produit);"39;500.00";"31;600.00";"7;900.00";;
04TPI15020005;5;Angio-IRM Abdomino-pelvienne(A/produit et sedation);"49;000.00";"39;200.00";"9;800.00";;
04TPI15020006;6;ANGIO-IRM Abdomino-pelvienne(A/produit);"39;500.00";"31;600.00";"7;900.00";;
04TPI15020007;7;Angio-IRM Cérébrale(A/produit et sedation);"46;000.00";"36;800.00";"9;200.00";;
04TPI15020008;8;ANGIO-IRM du Tronc Supra Aortique (IRM TSA)(A/produit);"35;500.00";"28;400.00";"7;100.00";;
04TPI15020009;9;Angio-IRM Rénale(A/produit et sedation);"49;000.00";"39;200.00";"9;800.00";;
04TPI15020010;10;ANGIO-IRM Rénale(A/produit);"41;500.00";"33;200.00";"8;300.00";;
04TPI15020011;11;Angio-IRM Thoracique(A/produit et sedation);"47;000.00";"37;600.00";"9;400.00";;
04TPI15020012;12;ANGIO-IRM Thoracique(A/produit);"35;500.00";"28;400.00";"7;100.00";;
04TPI15020013;13;Angio-IRM tronc supra aortique (IRM TSA)(A/produit et sedation);"49;000.00";"39;200.00";"9;800.00";;
04TPI15020014;14;Angio-Scanner Abdomino-pelvien(A/produit et sedation);"47;500.00";"38;000.00";"9;500.00";;
04TPI15020015;15;Angio-Scanner Abdomino-pelvien(A/produit);"32;500.00";"26;000.00";"6;500.00";;
04TPI15020016;16;Angio-Scanner Rénale(A/produit et sedation);"47;500.00";"38;000.00";"9;500.00";;
04TPI15020017;17;Angio-Scanner Rénale(A/produit);"32;500.00";"26;000.00";"6;500.00";;
04TPI15020018;18;Angio-Scanner Thoracique(A/produit et sedation);"44;500.00";"35;600.00";"8;900.00";;
04TPI15020019;19;Angio-Scanner Thoracique(A/produit);"30;500.00";"24;400.00";"6;100.00";;
04TPI15020020;20;Angio-Uro IRM(A/produit et sedation);"49;000.00";"39;200.00";"9;800.00";;
04TPI15020021;21;Arthro-IRM de l’Epaule(A/produit et sedation);"41;500.00";"33;200.00";"8;300.00";;
04TPI15020022;22;Arthro-IRM de l’Epaule(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020023;23;Arthro-IRM du Genou(A/produit et sedation);"41;500.00";"33;200.00";"8;300.00";;
04TPI15020024;24;Arthro-IRM du Genou(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020025;25;Arthro-Scanner de l’Epaule(A/produit et sedation);"37;000.00";"29;600.00";"7;400.00";;
04TPI15020026;26;Arthro-Scanner de l’Epaule(A/produit);"22;500.00";"18;000.00";"4;500.00";;
04TPI15020027;27;Arthro-Scanner du Genou(A/produit);"22;500.00";"18;000.00";"4;500.00";;
04TPI15020028;28;Arthro-Scannerdu Genou(A/produit et sedation);"37;000.00";"29;600.00";"7;400.00";;
04TPI15020029;29;Bili MR(A/produit et sedation);"43;500.00";"34;800.00";"8;700.00";;
04TPI15020030;30;BILI-MR(A/produit);"33;500.00";"26;800.00";"6;700.00";;
04TPI15020031;31;BILI-MR(A/sedation);"38;500.00";"30;800.00";"7;700.00";;
04TPI15020032;32;BiliMR(S/produit);"29;500.00";"23;600.00";"5;900.00";;
04TPI15020033;33;Cholangiographie(A/produit);"9;100.00";"7;280.00";"1;820.00";;
04TPI15020034;34;Cholangio-MR(A/produit et sedation);"43;500.00";"34;800.00";"8;700.00";;
04TPI15020035;35;Cholangio-MR(A/produit);"33;500.00";"26;800.00";"6;700.00";;
04TPI15020036;36;Cholangio-MR(A/sedation);"38;500.00";"30;800.00";"7;700.00";;
04TPI15020037;37;Cholangio-MR(S/produit);"29;500.00";"23;600.00";"5;900.00";;
04TPI15020038;38;ConeBeam;"8;000.00";"6;400.00";"1;600.00";;
04TPI15020039;39;Cystographie (CYSTO)(A/produit);"11;200.00";"8;960.00";"2;240.00";;
04TPI15020040;40;Cysto-Urétéro-Mictionnelle (CUM)(A/produit);"10;200.00";"8;160.00";"2;040.00";;
04TPI15020041;41;Cytoponction Echoguidée;"5;500.00";"4;400.00";"1;100.00";;
04TPI15020042;42;DMO (Ostéodensitométrie);"10;000.00";"8;000.00";"2;000.00";;
04TPI15020043;43;DMO (Ostéodensitométrie)(A/sedation);"22;000.00";"17;600.00";"4;400.00";;
04TPI15020044;44;Echographie Abdomino-pelvienne;"2;500.00";"2;000.00";500.00;;
04TPI15020045;45;Echographie Cérébrale;"2;500.00";"2;000.00";500.00;;
04TPI15020046;46;Echographie Cervicale;"2;500.00";"2;000.00";500.00;;
04TPI15020047;47;Echographie de la Cicatrice;"2;500.00";"2;000.00";500.00;;
04TPI15020048;48;Echographie des Hanches;"2;500.00";"2;000.00";500.00;;
04TPI15020049;49;Echographie des Parties-Molles;"2;500.00";"2;000.00";500.00;;
04TPI15020050;50;Echographie Doppler Couleur Artérielle;"5;500.00";"4;400.00";"1;100.00";;
04TPI15020051;51;Echographie Doppler Couleur Vasculaire;"5;500.00";"4;400.00";"1;100.00";;
04TPI15020052;52;Echographie Doppler Couleur Veineux;"5;500.00";"4;400.00";"1;100.00";;
04TPI15020053;53;Echographie Doppler Couleur Viscérale;"5;500.00";"4;400.00";"1;100.00";;
04TPI15020054;54;Echographie du Cou;"2;500.00";"2;000.00";500.00;;
04TPI15020055;55;Echographie du Cuire Chevelure;"2;500.00";"2;000.00";500.00;;
04TPI15020056;56;Echographie Lombaire;"2;500.00";"2;000.00";500.00;;
04TPI15020057;57;Echographie Mammaire des deux Seins;"2;500.00";"2;000.00";500.00;;
04TPI15020058;58;Echographie Médullaire;"2;500.00";"2;000.00";500.00;;
04TPI15020059;59;Echographie Obstétricale;"2;500.00";"2;000.00";500.00;;
04TPI15020060;60;Echographie Repérage;"2;500.00";"2;000.00";500.00;;
04TPI15020061;61;Echographie Scrotale (Testiculaire);"2;500.00";"2;000.00";500.00;;
04TPI15020062;62;Echographie sous-maxillaires;"2;500.00";"2;000.00";500.00;;
04TPI15020063;63;Echographie Thoracique (Pulmonaire);"2;500.00";"2;000.00";500.00;;
04TPI15020064;64;Echographie Thyroïdienne;"2;500.00";"2;000.00";500.00;;
04TPI15020065;65;ETF (Echographie Transfontanéllaire);"2;500.00";"2;000.00";500.00;;
04TPI15020066;66;Hystérosalpingographie (HSG)(A/produit);"10;200.00";"8;160.00";"2;040.00";;
04TPI15020067;67;IRM  Pied(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020068;68;IRM  Pied(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020069;69;IRM  Pied(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020070;70;IRM  Pied(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020071;71;IRM  Tendon d’Achille(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020072;72;IRM  Tendon d’Achille(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020073;73;IRM Abdominale(A/produit et sedation);"43;500.00";"34;800.00";"8;700.00";;
04TPI15020074;74;IRM Abdominale(A/produit);"33;500.00";"26;800.00";"6;700.00";;
04TPI15020075;75;IRM Abdominale(A/sedation);"38;500.00";"30;800.00";"7;700.00";;
04TPI15020076;76;IRM Abdominale(S/produit);"29;500.00";"23;600.00";"5;900.00";;
04TPI15020077;77;IRM Avant-Bras(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020078;78;IRM Avant-Bras(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020079;79;IRM Avant-Bras(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020080;80;IRM Bassin ou IRM Coccyx ou IRM des Deux Hanches(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020081;81;IRM Bassin ou IRM Coccyx ou IRM des Deux Hanches(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020082;82;IRM Bassin ou IRM Coccyx ou IRM des Deux Hanches(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020083;83;IRM Bassin ou IRM Coccyx ou IRM des Deux Hanches(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020084;84;IRM Bras(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020085;85;IRM Bras(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020086;86;IRM Bras(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020087;87;IRM Bras(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020088;88;IRM Cavum(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020089;89;IRM Cavum(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020090;90;IRM Cavum(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020091;91;IRM Cérébrale(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020092;92;IRM Cérébrale(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020093;93;IRM Cérébrale(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020094;94;IRM Cérébrale(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020095;95;IRM Cervicale(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020096;96;IRM Cervicale(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020097;97;IRM Cervicale(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020098;98;IRM Cervicale(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020099;99;IRM Cheville(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020100;100;IRM Cheville(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020101;101;IRM Cheville(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020102;102;IRM Cheville(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020103;103;IRM Cou(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020104;104;IRM Cou(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020105;105;IRM Cou(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020106;106;IRM Cou(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020107;107;IRM Coude(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020108;108;IRM Coude(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020109;109;IRM Coude(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020110;110;IRM Coude(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020111;111;IRM Cuisse(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020112;112;IRM Cuisse(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020113;113;IRM Cuisse(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020114;114;IRM Cuisse(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020115;115;IRM de l’Adducteur(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020116;116;IRM de l’Adducteur(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020117;117;IRM de l’Adducteur(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020118;118;IRM de l’Adducteur(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020119;119;IRM de l’Epaule(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020120;120;IRM de l’Epaule(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020121;121;IRM de l’Epaule(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020122;122;IRM de l’Epaule(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020123;123;IRM de la Face (Faciale)(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020124;124;IRM de la Face (Faciale)(A/produit);"28;000.00";"22;400.00";"5;600.00";;
04TPI15020125;125;IRM de la Face (Faciale)(A/sedation);"38;000.00";"30;400.00";"7;600.00";;
04TPI15020126;126;IRM de la Face (Faciale)(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020127;127;IRM de la Hanche(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020128;128;IRM de la Hanche(S/produit);"24;000.00";"19;200.00";"4;800.00";;
04TPI15020129;129;IRM de la Langue(A/produit et sedation);"42;000.00";"33;600.00";"8;400.00";;
04TPI15020130;130;IRM de la Langue(A/produit);"28;000.00";"22;400.00";"5;600.00";;
